mtime,AE,AJ,AT,BJ,BK,BL,BS,BY,CO,CP,CV,DI,DS,EN,ER,ET,GP,GR,GU,HN,HS,KZ,LM,LQ,LX,MU,NT,NW,OR,OZ,PS,QZ,R,TZ,W
2021-11-01T09:55,121391,139997,124559,169792,149422,198440,161187,195031,101558,118055,144812,87587,157150,195122,106298,136867,209681,121798,175087,133356,181857,122451,151925,187469,112889,123954,91440,104054,130200,172821,112041,197287,144455,255327,152926
2021-11-01T10:00,173480,203428,174309,163826,150235,152736,90256,173363,169714,116186,165812,127670,148731,177185,153633,104096,190597,154065,185757,214346,166088,127464,134763,177391,118710,162336,117672,0,166662,189213,156144,149863,145836,227192,125089
2021-11-01T10:05,289121,156969,283150,193962,184380,236187,208837,259373,0,174203,203459,130934,195360,304892,224616,196829,292502,229152,193002,196981,240574,169826,153679,303248,191677,288780,171475,178332,256086,354382,157159,229986,189293,296916,234128
2021-11-01T10:10,212261,140031,186247,147767,133301,180342,161631,199996,160330,91248,135822,101869,138252,190177,153446,126944,147213,179612,148955,174954,160050,116072,135750,236742,137163,202629,102761,141918,171650,182078,104896,150974,162994,213878,98729
2021-11-01T10:15,119917,129884,145469,83033,136850,137235,122187,136139,117305,82729,95220,69811,137986,136736,127747,106746,147582,122986,153480,104210,139304,107296,124619,163314,173552,156784,62455,121661,132809,136417,95706,109611,118253,130341,118517
2021-11-01T10:20,120961,71142,126283,107811,85459,110759,101726,114187,102274,82271,96481,66158,103140,116471,80453,96147,171253,135742,114402,99761,118154,76729,98415,100001,122354,87986,58858,79473,71004,95926,51313,128502,130108,149710,89833
2021-11-01T10:25,129367,134288,143151,100846,128235,113706,96935,139649,125162,105536,110664,58170,122304,127384,64933,113680,145345,97581,135944,148660,126232,79988,118557,114457,105735,141254,86782,59027,80154,149239,76139,124572,101631,104283,118713
2021-11-01T10:30,167013,160159,163400,158207,151349,131736,161361,191572,151300,51086,161532,97879,155150,169414,183259,117142,188416,221110,188328,199099,175532,89693,169957,177650,156792,226410,72413,112725,165467,132864,128371,136074,111873,242793,132824
2021-11-01T10:35,177216,147378,196874,108301,121798,146759,91051,164518,182351,100921,145798,0,131464,126096,95138,129587,150703,129026,140048,144098,163998,90582,86696,159155,156744,145527,80906,92372,138916,179882,126857,198180,143455,210983,97833
2021-11-01T10:40,141028,122357,131539,106143,112617,90634,102280,125433,94855,109743,128283,78501,122504,112683,107895,87611,135435,113496,119339,150895,132215,84146,87554,76714,141197,128692,54936,98050,120163,130956,77571,124738,111536,141914,82420
2021-11-01T10:45,214784,112728,172460,156680,126019,243470,220480,240943,177055,129467,150793,144522,194524,204055,88783,142510,190717,207136,164749,142457,190576,175994,162821,218687,194421,175915,117496,146365,147782,152730,145868,249046,190838,238589,115242
2021-11-01T10:50,178500,154604,186863,154063,161115,143729,146983,197439,151256,108818,134970,79761,157973,202157,146964,149110,218280,164037,177306,215302,205085,86613,145646,125186,181059,174140,121582,102253,147391,159251,127130,167837,179515,107900,131948
2021-11-01T10:55,155599,174126,207366,95588,128558,176653,216957,194768,117969,170137,154173,124368,180779,189308,137483,151996,164773,232078,193429,171544,211357,81462,119891,209668,194293,213101,75302,150902,160684,0,134409,240484,162634,246904,131908
2021-11-01T11:00,125200,97139,142123,84117,94363,102003,152292,172582,107318,93283,80370,38480,109794,98606,71638,97109,181487,163292,139742,112647,137401,69240,106744,141152,108578,71639,63821,91477,90782,89094,96924,102178,93405,151295,111977
2021-11-01T11:05,121354,107909,150467,84170,76776,141422,90912,164347,116138,77643,97657,76766,146155,132453,111429,119691,157480,92456,107132,88110,135457,94190,92741,152146,126533,146747,84384,105911,148792,112548,100970,164372,89463,133050,115209
2021-11-01T11:10,147607,177380,130739,109436,148258,133168,85940,125211,104899,64606,106908,119731,150958,124791,100066,109958,188434,153959,135367,146126,119009,88566,122733,158738,133897,195712,63008,93302,89656,92178,108935,156391,95592,157018,102029
2021-11-01T11:15,179356,202617,179940,221388,141550,162567,182226,202251,192077,119206,192104,92687,170385,138492,187125,173278,216597,202893,171283,221841,170820,106949,135508,278488,200916,222512,93052,135674,186768,147036,145061,216665,215228,273991,195061
2021-11-01T11:20,132603,65428,111052,79206,0,68218,97146,129942,115509,85702,76672,66319,104846,67290,101966,87563,109797,131480,108360,98864,107101,107785,68193,122292,94891,111419,71600,84199,99989,104697,94739,111566,68179,106710,81040
2021-11-01T11:25,183133,148374,146538,163505,160316,149717,160412,191683,137363,127685,152439,66744,136217,159335,168325,146251,196765,199348,168919,158897,0,132851,160198,186420,202819,163231,137317,111984,182598,157073,111399,156824,141511,210174,135840
2021-11-01T11:30,171484,185383,240107,136080,179049,221330,204953,200559,163976,121007,226183,131366,182103,173713,133712,209245,227257,173836,226121,172363,155700,141287,150327,241321,233429,137730,110524,127693,162953,156668,107219,224862,169050,264465,143777
2021-11-01T11:35,95142,82860,115665,88644,110769,129208,89726,121929,122455,92661,111774,78659,106883,86375,82334,106477,124881,109462,107805,134100,143791,92016,98311,100587,122143,113316,50554,79226,95088,92647,74959,108982,114921,159456,90671
2021-11-01T11:40,97243,151468,182521,120285,137449,110578,89669,175946,92350,153745,129626,80270,141421,136143,124741,139248,152258,155169,144596,105381,87614,114559,118667,139127,140626,135238,53014,117577,93246,150541,112200,135526,94362,158639,101047
2021-11-01T11:45,170956,69534,153655,122764,141523,111533,158370,140517,172763,114726,158319,62681,153512,157747,138975,124906,161844,204434,169650,134693,112749,104339,146275,175247,135651,189126,93742,81634,138171,160166,120874,156896,129737,164050,131519
2021-11-01T11:50,151770,197702,143187,112040,138884,168790,144165,126797,153402,151723,105272,78954,177842,145890,135853,109492,214458,150634,184834,154538,133911,72999,131488,160049,138660,129913,85309,98999,147971,163647,77132,158165,93022,226971,86491
2021-11-01T11:55,187859,153538,260865,127135,194506,154472,194762,289996,215207,156836,115253,75195,188019,183411,138096,146243,214777,210067,173438,159494,205327,176062,187438,237301,135211,178821,90119,170207,179829,246840,114525,277988,166195,185374,107066
2021-11-01T12:00,153767,108360,137365,82683,106043,120409,121732,116220,124386,79875,113906,96150,120838,120360,92743,125414,131492,123929,133196,135565,174897,85921,56887,126072,99648,124788,71270,63513,107610,125779,94887,101673,95718,0,92423
2021-11-01T12:05,125517,224757,203029,108977,131065,142546,155160,210674,118478,127778,129649,94233,173089,163166,136639,177450,203548,0,189071,103272,172792,91750,135805,194897,123746,149152,107594,68711,125684,147405,141377,156719,125284,178906,147803
2021-11-01T12:10,133347,108109,133400,77762,97289,102701,83156,147448,133406,59101,75788,51417,123792,99766,100517,105462,153625,120038,88537,103914,128971,61078,54259,130715,120346,135543,78630,82013,128906,103826,102456,130860,79000,130374,96737
2021-11-01T12:15,63968,71457,55050,46249,68301,76541,63297,78554,44922,58902,47683,40028,64360,74044,58625,73171,81166,74459,76873,78340,73173,42851,37886,60313,74665,96365,44725,43193,67632,45815,43760,49993,66676,73190,53725
2021-11-01T12:20,176907,92474,163406,98952,168920,111305,121588,125834,133031,112766,137221,91624,146366,137726,89014,146883,196791,180514,143585,131571,165987,94069,128042,168059,125856,184739,58406,112662,126032,156520,128815,129007,159751,214512,117126
2021-11-01T12:25,140121,139031,189868,119690,155948,144898,143205,186411,108249,101321,152241,88094,158244,103155,161242,123020,200884,119818,123951,181771,192420,105272,103056,179890,124327,183697,115171,116227,152629,174109,122322,118614,144209,207949,127200
2021-11-01T12:30,212157,179015,208586,188582,178367,198686,168244,198388,125467,122489,130474,83939,180856,190864,107484,157816,253476,165886,180631,230729,183823,108437,169271,230355,167887,212434,118485,104215,158736,192719,148444,122901,115301,277207,138094
2021-11-01T12:35,124432,186399,211881,124473,161489,146325,118106,220445,162233,149776,183338,120548,152615,229088,143248,157824,232507,220157,250327,216916,223130,121044,142672,235636,178248,248909,92454,132064,139934,178321,163643,229328,176784,214031,115915
2021-11-01T12:40,187210,131092,144142,128885,143703,163324,105807,197405,120912,103326,114082,92931,171362,178225,95563,72093,224177,184825,164735,158326,152859,107404,117745,159790,137804,147335,98734,113460,124696,134930,89186,136569,144272,157347,118431
2021-11-01T12:45,122806,124352,158527,66360,139436,137887,119293,146898,109654,91094,101374,78505,152898,125841,90511,101783,190753,141443,132194,156021,123562,113164,117938,121520,120125,135381,61157,95577,111113,144808,91564,104507,105761,207352,88624
2021-11-01T12:50,113048,95801,184828,114259,94512,140742,153846,132649,78958,95896,119972,98888,136958,185935,102395,103168,197885,116219,162821,138944,102802,83597,109768,141582,105875,167196,88799,135882,77461,166514,83623,120452,103685,150249,107355
2021-11-01T12:55,135131,142836,161579,113591,111527,112208,117055,139454,125304,91769,102718,78649,105942,160111,110522,86131,227953,180612,148101,91455,123324,82824,99470,142653,144708,142777,72111,93842,100496,151683,100984,131074,151795,160888,107849
2021-11-01T13:00,142427,171796,259014,111183,139612,143978,155026,213494,160348,100675,132830,140501,160879,161388,171774,144596,185908,157543,186482,196685,117421,106848,113546,251118,180278,180233,92381,94247,152488,156553,93817,214982,126078,207135,202237
2021-11-01T13:05,148921,157911,128823,145779,68489,135928,131093,152109,133165,101301,133677,113610,136466,114443,147234,95588,129700,149479,200731,147145,148630,88958,137064,173588,171105,106454,94284,125541,106173,143854,108565,137627,136382,144871,90897
2021-11-01T13:10,188128,204468,248052,175272,204920,117653,158532,197854,138345,134080,175271,168923,164300,216370,77093,158902,214724,175162,208276,238822,141186,122401,139030,225862,156148,178835,152110,132990,167968,236889,135444,228063,186535,239616,133562
2021-11-01T13:15,144571,140338,222641,92286,99517,148511,137829,165062,134913,88632,168312,78556,110157,109750,96984,115474,190001,156251,172167,145573,156955,131787,181893,215512,112026,174616,70501,107163,102281,122320,129047,111427,130872,221874,76059
2021-11-01T13:20,0,68809,115584,65548,87591,108434,115299,133473,84835,75655,100680,45358,103070,116437,64568,70876,119949,99859,104713,77766,121850,50366,123162,98840,78088,88245,57461,55915,86269,83667,90689,101923,60572,134774,93591
2021-11-01T13:25,257778,214992,293420,228371,189345,214073,194939,195737,192866,162050,171264,212100,260555,192911,186687,209786,293491,268572,285235,170969,155683,148347,142676,328835,227502,258821,151914,127197,193293,243393,0,228941,148919,289409,195491
2021-11-01T13:30,198244,181345,229730,159560,195293,218686,215443,180857,124757,147980,155698,159206,143424,178478,120163,131368,268271,132295,191972,169856,190804,147456,134603,216580,201206,246748,136203,123106,174323,204279,106313,170317,166530,252403,128849
2021-11-01T13:35,111423,124083,145383,88783,111713,120117,0,139839,83830,99195,83414,47627,123980,130198,104346,98762,169606,114435,124854,87548,106125,97388,107557,122517,126393,108879,48282,88357,76767,98073,82495,99911,121811,145975,88369
2021-11-01T13:40,202510,131199,194555,137208,108779,129374,115878,193576,178449,158030,129210,130883,156465,177877,169889,167652,219439,165328,156550,179889,188001,153895,146978,218250,164355,222618,114038,194267,154331,218909,131898,152305,164005,207703,123872
2021-11-01T13:45,133956,119472,127860,73414,110768,107289,85982,133752,82092,105558,110858,48695,128891,101010,142461,123463,130643,108805,134337,79428,134263,89907,87895,159111,140901,152944,72735,85359,97931,116960,79471,102080,82156,124114,89125
2021-11-01T13:50,154492,155720,187976,132973,122353,140488,159033,156952,137969,129528,81338,77062,152143,89892,124753,134564,173886,162400,154118,152912,139307,115735,135476,158431,168272,153175,83598,95646,140130,150086,158062,142825,111282,161327,138822
2021-11-01T13:55,208569,139168,262801,147489,135377,168611,200189,215616,176211,127209,176170,96417,205780,183406,105862,139832,188025,271755,176808,177626,125447,99790,118223,192588,164462,144774,107955,128075,165980,172109,83230,132968,140069,259579,143166
2021-11-01T14:00,86867,115957,100909,96469,89260,98890,80104,131045,102136,84349,70235,60725,113366,115137,69612,101865,156749,108511,100640,106344,98027,68124,111293,103653,53082,129902,94632,90796,70509,135927,0,99864,126038,151955,85618
2021-11-01T14:05,107226,129096,121624,84683,117489,94454,134777,96508,115843,84182,120722,70059,116262,94727,98502,86584,134266,101151,0,111656,120112,62676,84884,106981,113635,94375,58235,110635,99539,104556,80450,123865,115950,124740,85990
2021-11-01T14:10,158690,132998,183543,145949,184234,153902,156383,120594,141385,81158,93972,84410,153630,148296,182632,112801,150265,151171,140839,177564,166102,122429,114901,148091,89432,161559,108716,107240,112783,120744,123716,117322,129442,180039,187763
2021-11-01T14:15,123932,122204,142480,93841,126032,102517,86829,165322,93683,77932,96792,67617,129055,111956,103820,71165,115838,111099,154715,101254,84960,75422,91155,156973,87105,135991,86763,78640,95369,72779,63153,124324,104311,111983,95076
2021-11-01T14:20,226699,202300,232963,166699,169577,173484,165234,219080,202503,133955,169830,63361,162179,182388,141808,233206,0,179668,228900,102837,162914,152792,122492,235592,122863,215264,115567,194305,177063,185576,146079,214716,173506,241331,111784
2021-11-01T14:25,117072,149438,217204,139467,163450,139943,156605,147368,174921,130846,135151,89512,176246,159567,171338,146755,161159,174088,192705,209684,162395,99490,117107,197507,121882,221206,119416,109185,192014,108669,96517,162963,152782,204657,115219
2021-11-01T14:30,161204,141199,133811,120280,177923,135771,153901,243215,148209,142122,0,81535,181417,182826,154563,173883,217540,162275,158612,186236,185330,57797,130639,170071,166634,163113,109637,145545,166277,195013,117194,154413,139574,214538,144421
2021-11-01T14:35,141842,180038,237727,140356,148516,180258,191987,217982,160965,132085,152346,63501,141377,240799,142707,147567,230687,211590,206140,199443,266134,118256,142437,151328,218259,214996,111413,143863,215716,272703,141405,201501,237445,263134,101157
2021-11-01T14:40,227832,272252,296462,203217,149544,228544,179695,263908,158916,173123,196529,134285,287036,232217,129679,196573,261205,201501,238923,210222,198219,180737,201258,0,172898,293268,119456,189362,158357,253569,168458,232014,244928,283616,185806
2021-11-01T14:45,100192,168878,173091,138847,127357,132089,152575,149321,143976,153505,146961,126927,127235,179665,168971,123953,169953,201469,173277,182972,162529,140303,177898,127643,143958,187279,88556,107872,109197,171862,96832,184854,163832,173142,149029
